Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
FL_rotula_chica_shoulder_link,"0,13664505558808","-0,0359996039427994","-0,0865632216786061",0,0,0,"2,1356447427504","0,00858180106982782","0,000417340448900772","7,14287658440027E-07","0,0299344558473485","-5,51944049327266E-06","0,0256522236187835",0,0,0,0,0,0,package://URDF_MOSAC_Real/meshes/FL_rotula_chica_shoulder_link.STL,1,1,1,1,0,0,0,0,0,0,package://URDF_MOSAC_Real/meshes/FL_rotula_chica_shoulder_link.STL,,,Coord_Rot_Chica_Shoulder_FL,Eje_Rot_Chica_Shoulder_Front,FL_rotula_chica_shoulder_joint,continuous,"0,0197278547529292","0,0202625306131127",0,0,0,0,FL_rotula_chica_servo_link,0,0,-1,,,,,,,,,,,,
FL_shoulder_link,"0,00105643969596547","0,0125068904118674","-0,00604423410697044",0,0,0,"0,0065854219775301","5,78050517171652E-07","-5,76756091228182E-08","-1,84636616987089E-09","5,88796571118712E-07","-9,29194333325772E-09","1,08229127546329E-06",0,0,0,0,0,0,package://URDF_MOSAC_Real/meshes/FL_shoulder_link.STL,"0,752941176470588",0,0,1,0,0,0,0,0,0,package://URDF_MOSAC_Real/meshes/FL_shoulder_link.STL,,Extremidad_FL-1/Shoulder_Left-1;Extremidad_FL-1/Tornillo_boton_3x12-10;Extremidad_FL-1/Rotula_28.28mm-1/Rotula_Int-1;Extremidad_FL-1/Tornillo_boton_3x12-8;Extremidad_FL-1/Rotula_100mm-1/Rotula_Int-1,Coord_Servo_Femur_FL,Eje_Servo_Femur_Front,FL_shoulder_joint,continuous,"0,0351249999999961","0,0102651900000007","0,0200499999999999",0,"1,5707963267949",0,BFL_link,0,0,-1,,,,,,,,,,,,
BBL_link,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,package://URDF_MOSAC_Real/meshes/BBL_link.STL,1,1,1,1,0,0,0,0,0,0,package://URDF_MOSAC_Real/meshes/BBL_link.STL,,Extremidad_BL-1/DS3235-1;Extremidad_BL-1/Holder_servo_side_left-2;Extremidad_BL-1/Holder_ball_bearing_side_left-4;Extremidad_BL-1/Tornillo_boton_3x12-20;Extremidad_BL-1/Tornillo_boton_3x12-22;Extremidad_BL-1/Tornillo_boton_3x12-24;Extremidad_BL-1/Tornillo_boton_3x12-26;Extremidad_BL-1/DS3235-2;Extremidad_BL-1/Tornillo_boton_3x12-13;Extremidad_BL-1/Tornillo_boton_3x12-14;Extremidad_BL-1/Tornillo_boton_3x12-16;Extremidad_BL-1/Tornillo_boton_3x12-18;Extremidad_BL-1/Double_horn-2;Extremidad_BL-1/Varilla_4mm-1;Extremidad_BL-1/Ruleman_4x10x4-3,Coord_Body_BL,Eje_Body_Left,BBL_joint,continuous,"-0,0949999999999865","0,0527499999999996","0,00320000000000006","1,5707963267949",0,"1,57079632679489",chasis_base_link,0,0,1,,,,,,,,,,,,
BL_servo_femur_link,"0,0357176608508522","-0,0328995492530881","0,00339754715412775",0,0,0,"0,0247837500610104","9,05671357602596E-06","8,7149979667994E-06","-2,11523839289677E-07","1,04890668717384E-05","1,94414740370773E-07","1,86770950089772E-05",0,0,0,0,0,0,package://URDF_MOSAC_Real/meshes/BL_servo_femur_link.STL,1,1,1,1,0,0,0,0,0,0,package://URDF_MOSAC_Real/meshes/BL_servo_femur_link.STL,,Extremidad_BL-1/Femur_Left-1;Extremidad_BL-1/Tornillo_fresado_4x12-2;Extremidad_BL-1/Ruleman_4x10x4-1;Extremidad_BL-1/Tornillo_fresado_4x12-1;Extremidad_BL-1/Ruleman_4x10x4-2;Extremidad_BL-1/Tornillo_boton_3x15-1;Extremidad_BL-1/Circular_horn-1;Extremidad_BL-1/Tornillo_parker_sin_arandela-1;Extremidad_BL-1/Tornillo_parker_sin_arandela-2;Extremidad_BL-1/Tornillo_parker_sin_arandela-4;Extremidad_BL-1/Tornillo_parker_sin_arandela-6,Coord_Servo_Femur_BL,Eje_Servo_Femur_Back,BL_servo_femur_joint,continuous,"0,0351250000000023","0,0102651900000047","-0,0400499999999984",0,"1,5707963267949",0,BBL_link,0,0,-1,,,,,,,,,,,,
BL_tibia_link,"-0,0405520499951745","-0,0407007678930919","-0,000528930243778078",0,0,0,"0,0250390690565358","1,13634377420608E-05","-1,31970361172338E-05","2,02631681826998E-07","1,80542525209949E-05","2,00375112861512E-07","2,862277053188E-05",0,0,0,0,0,0,package://URDF_MOSAC_Real/meshes/BL_tibia_link.STL,1,1,1,1,0,0,0,0,0,0,package://URDF_MOSAC_Real/meshes/BL_tibia_link.STL,,Extremidad_BL-1/Tibia_Left-1/Tibia_left_2-1;Extremidad_BL-1/Tibia_Left-1/Tibia_left_1-1;Extremidad_BL-1/Tornillo_boton_3x12-2;Extremidad_BL-1/Paw-1;Extremidad_BL-1/Tornillo_boton_3x12-1;Extremidad_BL-1/Tornillo_boton_3x12-6;Extremidad_BL-1/Rotula_100mm-1/Rotula_Int-2,Coord_Femur_Tibia_BL,Eje_Femur_Tibia_Back,BL_tibia_joint,continuous,"0,0735503585991147","-0,0677520829933784","0,004875",0,0,0,BL_servo_femur_link,0,0,1,,,,,,,,,,,,
BL_rotula_grande_tibia_link,"-0,0367751792995572","0,0338760414966902","6,93889390390723E-16",0,0,0,"0,00640000115681685","3,3470274590286E-06","3,52446525564327E-06","-8,31058247823551E-22","3,92650193045071E-06","8,20356724481622E-22","7,22244070550722E-06",0,0,0,0,0,0,package://URDF_MOSAC_Real/meshes/BL_rotula_grande_tibia_link.STL,"0,298039215686275","0,298039215686275","0,298039215686275",1,0,0,0,0,0,0,package://URDF_MOSAC_Real/meshes/BL_rotula_grande_tibia_link.STL,,Extremidad_BL-1/Rotula_100mm-1/Rotula_Ext-1,Coord_Rot_Grande_Tibia_BL,Eje_Rot_Grande_Tibia_Back,BL_rotula_grande_tibia_joint,continuous,"0,0190918830920371","0,0190918830920353","-0,00425000000000002",0,0,0,BL_tibia_link,0,0,-1,,,,,,,,,,,,
BL_rotula_grande_shoulder_link,"-0,14951739025242","-0,0381209242863624","-0,0879632216786112",0,0,0,"2,1356447427504","0,00858180106982782","0,000417340448900772","7,14287658570656E-07","0,0299344558473485","-5,51944049327011E-06","0,0256522236187835",0,0,0,0,0,0,package://URDF_MOSAC_Real/meshes/BL_rotula_grande_shoulder_link.STL,1,1,1,1,0,0,0,0,0,0,package://URDF_MOSAC_Real/meshes/BL_rotula_grande_shoulder_link.STL,,,Coord_Rot_Grande_Shoulder_BL,Eje_Rot_Grande_Shoulder_Back,BL_rotula_grande_shoulder_joint,continuous,"-0,0735503585991146","0,0677520829933785",0,0,0,0,BL_rotula_grande_tibia_link,0,0,-1,,,,,,,,,,,,
BL_servo_tibia_link,"-0,00850211859503011","0,00876611546604247","0,00540992767101264",0,0,0,"0,00485075622544201","2,35150220754897E-07","1,6393375491565E-07","4,56502506272094E-09","2,31103514344298E-07","-4,73827330456716E-09","4,15966046962211E-07",0,0,0,0,0,0,package://URDF_MOSAC_Real/meshes/BL_servo_tibia_link.STL,"0,898039215686275","0,917647058823529","0,929411764705882",1,0,0,0,0,0,0,package://URDF_MOSAC_Real/meshes/BL_servo_tibia_link.STL,,Extremidad_BL-1/25T_horn-1;Extremidad_BL-1/Rotula_28.28mm-1/Rotula_Int-2;Extremidad_BL-1/Tornillo_boton_3x12-12,Coord_Servo_Tibia_BL,Eje_Servo_Tibia_Back,BL_servo_tibia_joint,continuous,"0,0237500000000007","-0,0102651899999983","-0,0200500000000005",0,"1,5707963267949",0,BBL_link,0,0,-1,,,,,,,,,,,,
BL_rotula_chica_servo_link,"0,0098639273764591","0,0101312653065698","2,08166817117217E-16",0,0,0,"0,00306999897225571","2,88497209092384E-07","-2,16972305713531E-07","3,79476625972021E-23","2,76891359862025E-07","4,86219942307966E-23","5,40970921862159E-07",0,0,0,0,0,0,package://URDF_MOSAC_Real/meshes/BL_rotula_chica_servo_link.STL,"0,298039215686275","0,298039215686275","0,298039215686275",1,0,0,0,0,0,0,package://URDF_MOSAC_Real/meshes/BL_rotula_chica_servo_link.STL,,Extremidad_BL-1/Rotula_28.28mm-1/Rotula_Ext_corta-1,Coord_Rot_Chica_Servo_BL,Eje_Rot_Chica_Servo_Back,BL_rotula_chica_servo_joint,continuous,"-0,0166984175014017","0,0172384121353497","0,0106000000000016",0,0,0,BL_servo_tibia_link,0,0,-1,,,,,,,,,,,,
BL_rotula_chica_shoulder_link,"-0,113454944411912","-0,0359996039427868","-0,0865632216786112",0,0,0,"2,1356447427504","0,00858180106982782","0,000417340448900781","7,14287658575152E-07","0,0299344558473485","-5,51944049327581E-06","0,0256522236187835",0,0,0,0,0,0,package://URDF_MOSAC_Real/meshes/BL_rotula_chica_shoulder_link.STL,1,1,1,1,0,0,0,0,0,0,package://URDF_MOSAC_Real/meshes/BL_rotula_chica_shoulder_link.STL,,,Coord_Rot_Chica_Shoulder_BL,Eje_Rot_Chica_Shoulder_Back,BL_rotula_chica_shoulder_joint,continuous,"0,0197278547529287","0,0202625306131132",0,0,0,0,BL_rotula_chica_servo_link,0,0,-1,,,,,,,,,,,,
BL_shoulder_link,"0,0010564396959668","0,0125068904118647","-0,00604423410696976",0,0,0,"0,0065854219775301","5,78050517171661E-07","-5,76756091228195E-08","-1,84636616987072E-09","5,88796571118705E-07","-9,29194333325733E-09","1,08229127546329E-06",0,0,0,0,0,0,package://URDF_MOSAC_Real/meshes/BL_shoulder_link.STL,"0,752941176470588",0,0,1,0,0,0,0,0,0,package://URDF_MOSAC_Real/meshes/BL_shoulder_link.STL,,Extremidad_BL-1/Shoulder_Left-1;Extremidad_BL-1/Tornillo_boton_3x12-8;Extremidad_BL-1/Rotula_100mm-1/Rotula_Int-1;Extremidad_BL-1/Tornillo_boton_3x12-10;Extremidad_BL-1/Rotula_28.28mm-1/Rotula_Int-1,Coord_Servo_Femur_BL,Eje_Servo_Femur_Back,BL_shoulder_joint,continuous,"0,0351250000000023","0,0102651900000047","-0,0400499999999984",0,"1,5707963267949",0,BBL_link,0,0,-1,,,,,,,,,,,,
